3334,"let the left and right foci of hyperbola $frac{x^{2}}{16}-frac{y^{2}}{b^{2}}=1$ be $f{1},f respectively {2}, p$ is any point on the hyperbola, the line passing through the point $f{1}$ is perpendicular to the bisector of $anglef{1}pf{2}$, and the vertical foot is $q$, then the point $q the equation of the trajectory curve $e$ of $ is $underline{qquad}$; $m$ is on the curve $e$, points $a(8,0), b(5,6)$, then $frac{1} the minimum value of {2}|am|+|bm|$ is $underline{qquad}$. (the first blank of this question is $2$, and the second blank is $3$)",,,
480,the solution to the fractional equation $frac{2}{x+3}=frac{1}{2x}$ is $underline{qquad}$,502,503,449
2255,"the solution set of the inequality $ax-2a>2x-lnx-4(a>0)$ contains and only contains two integers, then the value range of the real number $a$ is)",186,738,639
1562,"as shown in the figure, the point $a$ is connected to $oa$ on the image of the inverse proportional function $y=frac{k}{x}(x<0)$, with the point $o$ and the point $a$ as the center respectively, the length greater than $frac{1}{2}ao$ is the radius to make an arc, the two arcs intersect at $b, c$, and the straight line passes through $b, c$, and the $x$ axis is at point $d$ , connect $ad. if angleaod=$$30^{circ}, the area of triangleaod$ is 2, then the value of $k$ is",430,639,435
2788,"known positive numbers $x, y$ satisfy $x+y+frac{2}{x}+frac{6}{y}=8$, then the minimum value of $x-frac{2}{y}$ is",708,2102,
666,"""nine chapters of arithmetic"" is an important work of traditional chinese mathematics, and equations are its highest achievement. it records: today there are five birds and six swallows, collectively known as the balance, the bird is heavy, and the swallow is light. whereas, the balance is balanced. the combined swallow and the bird weigh one catty. what is the weight of each of the bird and the bird? heavy swallow and light weight. swap one of them, they are exactly the same weight. question: what is the weight of each bird and swallow? let the weight of each bird and swallow be $x$ two, $y$ two, list the correct system of equations is",413,410,414
3843,"11. as shown in the figure, the image of the known function $f(x)=2sin(omegax+varphi)left(omega>0,|varphi|<frac{pi}{2}right)$ passes through the point $left(-frac{ pi}{12},0right)$ and $left(frac{5pi}{12},0right)$, then",1192,1198,639
3217,the value of $sin15^{circ}+sin75^{circ}$ is $underline{qquad}$.,1192,1228,639
2227,"it is known that the function $f(x)=$$lnx+1-ax$ has two zeros $x{1}, x{2}$, and $x{1}<x{2}$, then the following conclusion is wrong yes",186,188,189
1699,"begin{array}{l}text{(}2019text{shaanxi normal university affiliated middle school no. 2,}8text{) inequality group about }xtext{}left{begin{array}{l}2x+9>6x+1,xk the solution set of <1end{array}text{ is}x<2,text{then the value range of}ktext{ is (}right)end{array}",39,1812,63
3726,"if $x=-2$ is the extreme point of the function $f(x)=left(x^{2}+ax-1right)mathrm{e}^{x-1}$, then $f(x)$ the minimum value of is $(quad)$",639,739,710
3509,"it is known that the focus of the parabola $c:y^{2}=2px(p>0)$ is $f$, the point $m$ is a point on the parabola $c$, the circle $m$ is tangent to the $y$ axis, and the chord length intercepted by the straight line $x=frac{p}{2}$ is $sqrt{2}p$, if $|mf|=frac{5}{2}$, the equation of the parabola is $( quad)$",990,628,
880,"to make the fraction $frac{1}{x-1}$ meaningful, the value range of $x$ is",165,481,519
3449,"given the curve $c{1}:y=cosx,c{2}:y=sinleft(2x+frac{2pi}{3}right)$, the following conclusion is correct is $(quad)$",1192,2243,639
3706,"suppose the point $p$ is on the curve $y=frac{1}{2}mathrm{e}^{x}$, and the point $q$ is on the curve $y=ln(2x)$, then $|pq|$ the minimum value of is $(quad)$",639,297,710
3988,"8. the known function $f(x)$ is an even function defined on $mathbf{r}$, and $f(x+1)$ is an even function, when $0leqslantxleqslant1$, $f(x)= x^{2}$. if the image of the straight line $y=a(x-1)$ and the function $f(x)$ has two intersections in $[1,3]$, then the real number $a$ takes the value range is",369,639,381
671,"the position of the corresponding point of the real number $a$ on the number axis is shown in the figure. if the real number $b$ satisfies $-a<b<a$, then the value of $b$ can be",39,1366,
39,"there are two kinds of consumption coupons: $mathrm{a}$ coupons, 20 yuan off for over 60 yuan; $mathrm{b}$ coupons, 30 yuan off for over 90 yuan, that is, a shopping greater than or equal to 60 yuan, 90 yuan, respectively, when paying. 20 yuan, 30 yuan less. xiaomin has a $mathrm{a}$ coupon, and xiao cong has a $mathrm{b}$ coupon. they both bought a product with the same price and paid for it separately. if the coupon can be used if two people pay a total of 150 yuan, the price of the purchased item is yuan.",449,461,462
1504,"if the parabola $y=(a-1)x^{2}-1$ (a is a constant) does not pass through the second quadrant, then the value range of $a$ is $underline{qquad}$.",369,381,639
312,"4. (2020 hubei jingzhou songzi yimo, 5) the turnover of a company in april this year was 28 million yuan, and the total turnover in the second quarter is planned to reach 98 million yuan. the monthly average growth rate of the amount is $x$, according to the equation, the following equation is correct",1762,1786,449
3269,"it is known that the left and right vertices of the hyperbola $frac{x^{2}}{2}-y^{2}=1$ are $a{1}, a{2}$ respectively, and the point $pleft(x{ 1}, y{1}right), qleft(x{1},-y{1}right)$ are two different moving points on the hyperbola that are different from $a{1}, a{2}$, then the trajectory equation of the intersection of the straight line $a{1}p$ and $a{2}q$ is $underline{qquad}$.",,1535,
1461,the number of intersections between the parabola $y=2x^{2}+2(k-1)xk(k$ is a constant $)$ and the $x$ axis is,369,1787,639
3700,"known function $f(x)=left{begin{array}{l}|lnx|,0<x<mathrm{e},frac{mathrm{e}}{x},xgeqmathrm{e},end{array }right.$ if the function $g(x)=f(x)-m$ has three distinct zeros $x{1}, x{2}, x{3}$, and $x{1}<x{ 2}<x{3}$, then the value range of $frac{x{1}x{2}}{fleft(x{3}right)}$ is $(quad)$",469,297,645
3332,"it is known that the function $f(x)=sqrt{2}sinomegax, g(x)=sqrt{2}cosomegax$, where $omega>0$, $a, b, c$ are the intersection points of these two function graphs , and are not collinear. $textcircled{1}$when $omega=1$, the minimum value of the area of $triangleabc$ is $underline{qquad}$. $textcircled{2}$ if there is $triangleabc$ is an isosceles right angle triangle, then the minimum value of $omega$ is $underline{qquad}$.",1192,2243,639
3329,"the known function $f(x)=left{begin{array}{l}2^{x},xleqslanta,x^{2},x>a,end{array}right.$$textcircled{1}$ if $a=1$, then the solution set of the inequality $f(x)leqslant2$ is $underline{qquad}$.$textcircled{2}$ if there is a real number $b$, make the function $g(x)=f(x )-b$ has two zeros, then the value range of $a$ is $underline{qquad}$.",469,646,639
3001,"given the function $f(x)=2sqrt{3}sinomegaxcosomegax+2cos^{2}omegax(omega>0)$, the following conclusion is correct",1192,643,639
1542,the value of $-1-sqrt{2}$? is,345,804,
2883,"it is known that $a>b>0$, if $log{a}b+log{b}a=frac{5}{2}, a^{b}=b^{a}$, then $frac{a }{b}=$",639,289,298
1106,"7. the figure is a plane expansion of a cube. if the product of the numbers or algebraic expressions on the opposite sides of the cube is less than 0, the value of the integer $x$ is",39,1812,1812
193,"8. if the quadratic equation $x^{2}+6x-a=0$ about $x$ has no real roots, then the value of $a$ can be one of the following options",1762,1763,449
493,"as shown in the figure, in the plane rectangular coordinate system, the images of the functions $y=3x$ and $y=$$-x$ are the straight lines $l{1}$ and $l{2}$ respectively, passing through the point $(1 ,0)$ as the perpendicular intersection of the $x$ axis $l{1}$ at the point $a{1}$, passing through the point $a{1}$ as the perpendicular intersection of the $y$ axis $l{2} $at the point $a{2}$, through the point $a{2}$, the vertical line of the $x$ axis intersects $l{1}$ at the point $a{3}$, through the point $a{3}$ the vertical line of the $y$ axis intersects $l{2}$ at the point $a{4}, cdots$.. proceed in turn, the coordinate of the point $a{2020}$ is $underline{qquad}$",1736,,
3642,"the quadratic function $f(x)$ satisfies $f(x+2)=f(-x+2), f(0)=3, f(2)=1$, if in $[0,m]$ there is a maximum value of $3$ and a minimum value of $1$, then the value range of $m$ is $(quad)$",369,2115,2102
1962,"if the positive real numbers $x, y$ satisfy $x-2sqrt{y}=sqrt{2x-y}$, then the value range of $x$ is",639,279,
1556,"as shown in the figure, in the plane rectangular coordinate system, the midpoint of the diagonal $ac$ of the rectangle $abcd$ coincides with the coordinate origin, and the point $e$ is a point on the $x$ axis, connecting $ae.$ if $ad$ bisect $angleoae$, the image of the inverse proportional function $y=frac{k}{x}(k>0,x>0)$ passes through two points $a, f$ on $ae$, and $af=ef, the area of triangleabe$ is $18$, then the value of $k$ is",430,639,435
2029,"it is known that the function $f(x)=asin(omegax+varphi)(a>0, omega>0, 0<varphi<pi)$ is an even function, and the graph of $y=f(x)$ is drawn along $x $translate the axis to the left by $frac{pi}{6}$ units, and then extend the abscissa of all points on the image to the original $2$ times (the ordinate remains unchanged), and the corresponding function of the obtained image is $ y=g(x).$ it is known that the distance between the adjacent symmetry centers of the image of $y=g(x)$ is $2pi$, then $omega=$$underline{qquad}$, if $y= the function value corresponding to the image of g(x)$ at a certain axis of symmetry is $-2$, then the maximum value of $g(x)$ on $[0,pi]$ is $underline{qquad}$ .(the first blank of this question is $3$ points, the second blank is $2$ points)",1192,2243,2243
374,"given that $cosalpha=frac{sqrt{3}}{2}$, and $alpha$ is an acute angle, then $alpha=$",1938,481,
3105,"in $triangleabc$, if $a, b, c=4, 5, 6$, then the cosine of its largest interior angle is",1192,1256,639
2328,"known function $f(x)=frac{mathrm{e}^{x}-mathrm{e}^{-x}}{mathrm{e}^{x}+mathrm{e}^{-x}} $, the real numbers $m, n$ satisfy the inequality $f(2m-$$n)+f(2-n)>0$, then the following inequality relationship holds:",639,,
491,decomposition factor $:a^{3}-2a^{2}b+ab^{2}=underline{qquad}$,471,473,2320
1695,"text{3.(2020 xinjiang},6,5text{minutes})text{inequality group}left{begin{array}{l}2(x-2)leqslant2-x,frac{x+2}{2}> the solution set of frac{x+3}{3}&text{ is }end{array}right.",39,1812,63
2687,"given $alphainleft(0,frac{pi}{2}right), sinleft(alpha-frac{pi}{4}right)=frac{sqrt{5}}{5}$, then $tanalpha=$",1192,2251,639
2454,"knowing the function $f(x)=xln(1+x)$, then",639,641,
3666,"if the function $f(x)=log{a}x(a>0$ and $aneq1$)'s domain and value range are both $[m,n](m<n)$, then the value of $a$ the range of values is $(quad)$",297,279,639
2718,"known points $a, b$ are two different moving points on the parabola $y^{2}=px(p>0)$, and both are located above the $x$ axis, if $angleaox+anglebox=90^ {circ}(o$ is the coordinate origin $)$, then $k{oa}cdotk{ob}=$$underline{quad}$, the straight line $ab$ passes the fixed point",989,988,
2551,"9. knowing $f(x)=frac{1-2^{x}}{1+2^{x}}$, then",639,1121,172
235,the solution to the fractional equation $frac{2}{x+1}=1$ is,502,503,449
2848,"known function $f(x)=sin^{2}x+2sqrt{3}sinxcosx-cos^{2}x,xinmathbf{r}$, then",1192,2251,639
840,"the value of the fraction $frac{x+5}{x-2}$ is 0, then the value of $x$ is 0",449,502,503
74,calculation: $sqrt{20}-sqrt{5}=$,353,357,345
3724,"the two tangents of the lead curve $c:y=2x^{3}+ax+a$ through the point $m(-1,0)$, these two tangents and the $y$ axis intersect at $a, b$ respectively two points, if $|ma|=|mb|$, then $a=$$(quad)$",186,652,195
1791,"if $a=sqrt{3}-1$, then the value of the algebraic formula $left(1+frac{1}{a-1}right)divfrac{a}{a^{2}-1}$ is",502,,
3176,"known function $f(x)=left{begin{array}{l}2+log{frac{1}{2}}x,frac{1}{8}leqslantx<12^{x},1leqslantxleqslant2end{array }right.$, if $f(a)=f(b)(a<$$b$), then the minimum value of $ab$ is",469,297,639
3355,"it is known that the even function $f(x)$ is monotonically decreasing on $[0,+infty)$, $f(2)=0.$ if $f(x-1)>0$, then the value of $x$ the range of values is $underline{qquad}$.",639,758,984
3649,"the odd function $f(x)$ defined on $mathrm{r}$ is an increasing function on $[0,+infty)$, then $f(x)>fleft(x^{2}-2x+ 2right)$, the value range of $x$ is $(quad)$",,1119,369
3104,the directrix equation of the parabola $x^{2}=4y$ is,989,988,1020
1568,"as shown in the figure, the straight line $y=kx+b(kneq0)$ passes through the point $(-1,3)$, then the solution set of the inequality $kx+bgeqslant3$ is",1736,1742,
2966,"the positive real numbers $a, b$ satisfy $a+3b-6=0$, then the minimum value of $frac{1}{a+1}+frac{4}{3b+2}$ is",708,2102,
2620,"6. knowing that there is a point $pleft(tanfrac{4}{3}pi,2sinleft(-frac{17}{6}piright)right)$ on the final edge of the angle $theta$, then the value of $costheta$ is (",1192,639,
1713,"hot pot is a business card of chongqing and is deeply loved by the general public. a hot pot restaurant in chongqing operates in three ways: dine-in, take-out, and stalls outside the store (referred to as stalls). the ratio of the turnover of the three methods is $3:5:2. with the introduction of the policy to promote consumption, the owner of the hot pot restaurant expects that the total turnover will increase in july, of which the increased turnover of stalls will account for the total increased turnover. $frac{2}{5}$, then the turnover of the stall will reach $frac{7}{20}$ of the total turnover in july, so that the ratio of the turnover of dine-in and takeaway in july is $8 :5$, then the ratio of the increase in the turnover of the takeaway in july to the total turnover in july is $underline{qquad}$",502,503,504
2956,"the range of the sum of the intercepts of the tangent line at $(1,1)$ on the coordinate axis of the image of the function $f(x)=1+alnx(a>0)$ is",186,708,
3991,"11. it is known that $f$ is the focus of the parabola $c:y^{2}=2px(p>0)$, through the point $f$, make a straight line to intersect $c$ at $a and b$. if $ the abscissa of the midpoint of ab$ is $frac{5}{2}$, then the number of straight lines that satisfy the condition may be (",,,
3693,"it is known that the equation $mathrm{e}^{x-1}+left(frac{1}{a}-1right)x+frac{a}{x}-2=0(a>0)$ has a positive real solution , then $a=$$(quad)$",639,2202,42
562,"given that the points $aleft(1,y{1}right), bleft(2,y{2}right)$ are on the parabola $y=-(x+1)^{2}+2$, the following conclusions are correct yes",261,988,1025
3599,"known function $f(x)=5^{|x|}, g(x)=ax^{2}-x(ainmathrm{r})$. if $f[g(1)]=1$, then $a=$$(quad)$",639,369,804
1419,"as shown in the figure, $a, b$ are two points on the function $y=frac{6}{x}(x>0)$, the point $p$ is in the first quadrant, and the function $y=frac{6}{ below x}(x>0)$, make $pb//y$ axis, $pa//x$ axis, the correct one of the following statements is $quad$(1)$triangleaopcongtrianglebop$;(2)$s{triangleaop }=s{trianglebop}$; (3) if $oa=ob$, then $op$ bisects $angleaob$; (4) if $s{trianglebop}=2$, then $s{triangleabp}=6$.",430,639,435
2365,"knowing that $a and b$ are both positive numbers, then ""$log{a}3<log{b}3$"" is $""3^{a}>3^{b}>3$""",709,297,2202
2764,the equation of a circle whose center is on the $x$ axis and is tangent to the lines $l{1}:y=x$ and $l{2}:y=x-2$ is:,2182,1950,
2561,"7. knowing the parabola $c:y^{2}=2px(p>0)$, the line $l$ passing through the focus $f$ intersects the parabola $c$ at $p, q$, and intersects $y $axis is at point $a.$ if point $p$ is the midpoint of line segment $fa$, and $|fq|=2$, then the value of $p$)",988,1007,
1460,the functional relationship between the distance $s ($unit: meters) traveled by the car after braking and the travel time $t$ (unit: seconds) is $s=15t-6t^{2}.$ then the car stops from braking to stopping elapsed time in seconds,369,2115,639
3340,"let the function $f(x)=left{begin{array}{l}x+1,xleq02^{x},x>0,end{array}right.$ satisfy $f(x)+fleft(x- the value range of $x$ for frac{1}{2}right)>1$ is $underline{qquad}$.",469,2202,639
3471,"if for any $xinmathrm{r}$, there is $f(x)+2f(-x)=3cosx-sinx$, then the symmetry center of the function $f(2x)$ image is $(quad)$",1192,2243,639
3209,"in the plane cartesian coordinate system $xoy$, the angle $alpha$ and the angle $beta$ both start with $ox$, and their final edges are symmetrical about the $y$ axis. if $sinalpha=frac{1}{3} $, then $cos(alpha-beta)=$$underline{qquad}$.",1192,1938,639
1518,"as shown in the figure, the image of the linear function $y=-x+1$ intersects the $x$ axis and the $y$ axis at the points $a and b$ respectively, and the point $m$ is on the $x$ axis. to make $ triangleabm$ is an isosceles triangle with $ab$ as the side, then the coordinates of the point $m$ are",1736,1256,1742
1535,"in the plane rectangular coordinate system, the points $a{1}, a{2}, a{3}, cdots$ and $b{1}, b{2}, b{3}, cdots$ are on the line $y= frac{1}{4}x+frac{3}{4}$ and $x$ on the axis.$triangleoa{1}b{1},triangleb{1}a{2}b{2},triangleb{2 }a{3}b{3}, cdots$ are isosceles right triangles, then the coordinate of point $a{1}$ is, and the ordinate of point $a{2020}$ is $underline{qquad}$",1736,1742,
3878,"9. it is known that $a>0, b>0, a+b^{2}=1$, then",708,1950,
2873,"let $p$ be the moving point on the straight line $3x-4y+4=0$, $pa, pb$ be the circle $c$, $(x-2)^{2}+y^{2}=1$ the two tangents of , $a, b$ are the tangent points, then the minimum value of the area of the quadrilateral $apbc$ is",2182,254,959
2052,"the image of the known function $f(x)=2sin(omegax+varphi)left(0<omega<6,|varphi|<frac{pi}{2}right)$ passes through the point $left(frac{pi}{ 6}, 2right)$ and $left(frac{2pi}{3},-2right)$, then the symmetry axis equation of the image of the function $f(x)$ can be $(quad)$",1192,2243,2243
885,"in the plane rectangular coordinate system, the point $a(a, 2)$ is in the second quadrant, then the value of $a$ can be",1100,261,1687
3450,"in the following functions, with $frac{pi}{2}$ as the period and monotonically increasing in the interval $left(frac{pi}{4},frac{pi}{2}right)$ is $(quad)$",1192,2249,639
1557,"as shown in the figure, the image of the function $y{1}=x+1$ and the function $y{2}=frac{2}{x}$ intersects at the point $m(1,m),n(-2,n )$. if $y{1}>y{2}$, then the value range of $x$ is",430,639,435
813,"as shown in the figure, the line $a, b$ intersects the point $o$, if $angle1+angle2=60^{circ}$, then the degree of $angle3$ is",2193,287,
2744,"as shown in the figure, it is known that in $triangleabc$, $ab=3$, $bc=5, d$ is the point on the line segment $ac$, $abperpbd, frac{ad}{cd}=frac{3}{4}$ , then $ac=$ $underline{quad}$ , the area of $triangleabc$ is",1192,1937,639
3367,the minimum value of the function $f(x)=log{2}sqrt{x}cdotlog{sqrt{2}}(2x)$ is $underline{qquad}$.,297,2102,639
3216,"given $2cos^{2}x+sin2x=asin(omegax+varphi)+b(a>0)$, then $a=$$underline{qquad}$, $b=$$underline{qquad}$.",1192,1938,639
3267,"through the focus $f$ of the parabola $y=frac{1}{4}x^{2}$, a straight line with an inclination angle of $30^{circ}$ intersects the parabola at points $a and b$, then $| ab|=$$underline{qquad}$.",990,1603,1007
3444,"known function $f(x)=2sqrt{3}sinxcosx-2cos^{2}x+1,tantheta+frac{1}{tantheta}=4,thetainleft(frac{pi}{4},frac{pi} {2}right)$, then the value of $f(theta)$ is $(quad)$",1192,1938,639
1744,"in the function $y=frac{x}{x-7}$, the value range of the argument $x$ is",639,519,
3944,"8. known points $f{1}, f{2}$ are hyperbola $c:x^{2}-frac{y^{2}}{b^{2}}=1(b>0 )$, $o$ is the origin of coordinates, point $p$ is on the right branch of hyperbola $c$, and satisfies $left|f{1}f{2}right|=2|op| ,tananglepf{2}f{1}geqslant5$, then the value range of the eccentricity of the hyperbola $c$ is $quad$($quad$)",1375,628,1192
1672,"if the equation $x^{2}-4x+m=0$ with respect to $x$ has two equal real roots, then the value of $m$ is",1762,1801,449
1731,calculate $:2acdot3ab=$,2320,2319,2303
3197,"it is known that the left and right foci of the hyperbola $x^{2}-frac{y^{2}}{3}=1$ are $f{1}, f{2}$ respectively, and the point $p$ is in the double on the curve, and $anglef{1}pf{2}=120^{circ}, the bisector of anglef{1}pf{2}$ intersects the $x$ axis at the point $a$, then $|pa|=$",1375,1937,
1500,"it is known that an intersection coordinate of the image of the straight line $y=ax(a$$neq0)$ and the inverse proportional function $y=frac{k}{x}(kneq0)$ is $(2,4)$, then they are another the coordinates of an intersection point are $underline{qquad}$.",430,639,435
3424,"if $tanalpha=frac{3}{4}$, then $cos^{2}alpha+2sin2alpha=$$(quad)$",1192,2329,639
3612,"given the function $f(x)=3^{x}-left(frac{1}{3}right)^{x}$, then $f(x)$$(quad)$",639,1119,984
1553,"as shown in the figure, the line $y=kx+b$ passing through the point $b(-1,0)$ intersects the line $y=-2x+2$ at the point $aleft(m,frac{8}{3}right) $, then the solution set of the inequality $-2x+2<kx+b$ is",1736,39,1742
3230,"the maximum value of the function $f(x)=sin^{2}x+sqrt{3}cosx-frac{3}{4}left(xinleft[0,frac{pi}{2}right]right)$ is $ underline{qquad}$.",1192,1938,639
105,"the solution set of the inequality group $left{begin{array}{l}x+4<3,frac{1-x}{3}leqslant1end{array}right.$ is",1812,1816,449
2487,"it is known that the proposition $p:f(x)=x+alnx(ainmathbf{r})$ is monotonically increasing on the interval $[1,2]$; the proposition $q:$ exists in $xin[2,mathrm{e}] $, so that $frac{x-1}{lnx}-mathrm{e}+4+2ageqslant0$ holds $(mathrm{e}$ is the base of the natural logarithm). if the propositions $p$ and $q$ are one of true proposition, one is false proposition, then the value range of real number $a$ is $(quad)$",186,652,639
1289,"as shown in the figure, in $mathrm{rt}triangleabc$, $anglec=90^{circ}, ab=5$, $cosa=frac{4}{5}$, with point $b$ as the center of the circle, $r$ make $odotb$ for the radius, when $r=3$, the positional relationship between $odotb$ and $ac$ is",2182,1950,
2236,"in $triangleabc$, $a, b, c$ represent the opposite sides of the three interior angles $a, b, c$ respectively, if $left(a^{2}+b^{2}right)sin(ab) =left(a^{2}-b^{2}right)$$sin(a+b)$, then the shape of $triangleabc$ is",1192,2255,
319,"2. (2020 guangxi beibu gulf economic zone, 10,3 points) the distance between a and b is $600mathrm{~km}$, the speed of the motor car before speeding up is $vmathrm{~km}/mathrm{h}$, after speeding up the speed of the moving train is $1.2$ times before the speed-up, and the travel time after the speed-up is reduced by $20mathrm{~min}$, then the equation can be listed as",502,503,449
1785,"if $a+b=3, a^{2}+b^{2}=7$, then $ab$ is equal to",665,1574,
3902,"8. known hyperbola $c:frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2}}=1(a>0,b>0 )$'s left focus is $f$, the straight line $y=$$kx$ and the hyperbola $c$ intersect at two points $a and b$ (where the point $a$ is located in the first quadrant), $angleafb=90^ {circ}$, and the area of $trianglefab$ is $frac{3}{2}a^{2}$, then the slope of the straight line $af$ is 4.$)$",1375,1192,1393
673,"there is a container filled with water, as shown in the figure. the height of the water surface in the container is $10mathrm{~cm}$, now water is poured into the container, and the timing is started at the same time. during the water filling process, the water surface height is $0.2mathrm per second if the speed of {~cm}$ increases at a constant speed, before the container is filled with water, the functional relationship between the height of the water surface in the container and the corresponding water filling time is:",1736,1737,
3137,"it is known that the function $f(x)$ satisfies $f(x)=f(2-x)$ for any $xinmathbf{r}$, when $xleqslant1$, $f(x)=left{begin{ array}{l}lnx,0<xleqslant1mathrm{e}^{x},xleqslant0end{array}right.$ (where $mathrm{e}$ is the base of the natural logarithm$), $if the function $g(x) =m|x|-2-f(x)$, then the following problem about the number of zeros of the function $g(x)$ is correct:",639,645,469
2815,"in the same rectangular coordinate system, the function $y=frac{1}{a^{x}}, y=log{a}left(x+frac{1}{2}right)(a>0$, and $ aneq1$) may be",639,297,2202
1578,"the solution to the system of equations $left{begin{array}{l}2x+y=4,xy=-1end{array}right.$ is",413,746,
2879,"it is known that $mathrm{i}$ is an imaginary unit, and $mathrm{i}-1$ is an equation about $x$ $x^{2}+px+q=0(p,$,$qinmathbf{r}) a root of $, then $p+q=$",449,1763,
2457,"let the function $f(x)=frac{cos2x}{2+sinxcosx}$, then $quad(quad)$",639,1192,172
3473,"the partial image of the known function $f(x)=asin(omegax+varphi)left(a>0,omega>0,|varphi|<frac{pi}{2}right)$ is shown in the figure, point $ left(0,-frac{3}{2}right),left(frac{pi}{3},0right),left(frac{7pi}{3},0right)$ on the image, if $x{ 1},x{2}inleft(frac{pi}{3},frac{7pi}{3}right),x{1}neqx{2}$,and $fleft(x{1}right)=fleft( x{2}right)$, then $fleft(x{1}+x{2}right)=$$(quad)$",1192,2243,639
2284,"the right side of the known hyperbola $frac{x^{2}}{a^{2}}-frac{y^{2}}{b^{2}}=1(a>0,b>0)$ the focal point is $f$, and the two asymptotes of the hyperbola are perpendicular to the two asymptotes through the point $f$, respectively, and the vertical feet are $a and b. if $overrightarrow{fa}cdotoverrightarrow{fb}=0$, then the eccentricity of this hyperbola is",1375,,
107,decomposition factor $a^{3}-6a^{2}+9a=$,471,473,165
43,calculate $sqrt[3]{-8}=$,2045,875,
2283,"it is known that the function $f(x)$ is an odd function defined on $mathbf{r}$, and monotonically decreases on $(0,+infty)$, $f(-3)=0$, then the inequality $ the solution set of f(x-1)>0$ is",,1119,
